Year,District,GDP,GrowthRate,State
2005,Deoria,"2,419.45",0.052105087,Uttar Pradesh
2005,Etah,"4,427.70",8.865733,Uttar Pradesh
2005,Etawa,"1,936.16",-3.019374487,Uttar Pradesh
2005,Faizabad,"2,599.77",12.5207749,Uttar Pradesh
2005,Farrukhabad,"2,502.01",6.685058608,Uttar Pradesh
2005,Fatehpur,"2,833.40",6.497177265,Uttar Pradesh
2005,Firozabad,"3,354.09",10.04123975,Uttar Pradesh
2005,Gautambudh Nagar,"7,527.62",2.370636313,Uttar Pradesh
2005,Ghaziabad,"9,768.43",9.423958849,Uttar Pradesh
2005,Ghazipur,"3,332.25",13.25631666,Uttar Pradesh
2005,Gonda,"3,110.61",11.36008076,Uttar Pradesh
2005,Gorakhpur,"4,872.70",5.085067426,Uttar Pradesh
2005,Hamirpur,"1,641.75",6.067164565,Uttar Pradesh
2005,Hardoi,"4,057.76",8.921458098,Uttar Pradesh
2005,Hathras,"2,656.39",2.231758005,Uttar Pradesh
2005,Jalaun,"2,567.56",-1.088292286,Uttar Pradesh
2005,Jaunpur,"3,727.20",9.687083398,Uttar Pradesh
2005,Jhansi,"3,840.71",2.200632782,Uttar Pradesh
2005,Kannauj,"2,028.03",8.671632194,Uttar Pradesh
2005,Kanpur: Rural,"2,324.64",23.07105873,Uttar Pradesh
2005,Kanpur: Urban,"10,435.47",5.758753208,Uttar Pradesh
2005,Kanshiram Nagar,0,,Uttar Pradesh
2005,Kaushambi,"1,870.72",12.30968733,Uttar Pradesh
2005,Kheri,"5,094.12",3.038283464,Uttar Pradesh
2005,Kushi Nagar,"2,827.31",2.915310751,Uttar Pradesh
2005,Lalitpur,"1,527.18",0.693629423,Uttar Pradesh
2005,Lucknow,"10,940.02",-0.750178495,Uttar Pradesh
2005,Maharajganj,"2,027.91",-4.40248904,Uttar Pradesh
2005,Mahoba,"1,254.11",-5.648552878,Uttar Pradesh
2005,Mainpuri,"2,347.33",9.576692902,Uttar Pradesh
2005,Mathura,"4,620.37",13.97401995,Uttar Pradesh
2005,Mau,"2,712.97",24.37171647,Uttar Pradesh
2005,Meerut,"8,159.89",13.70989094,Uttar Pradesh
2005,Mirzapur,"2,486.63",9.362987853,Uttar Pradesh
2005,Moradabad,"6,809.54",5.440378806,Uttar Pradesh
2005,Muzaffarnagar,"7,772.79",7.212375343,Uttar Pradesh
2005,Pilibhit,"3,534.47",9.06602647,Uttar Pradesh
2005,Pratapgarh,"2,542.54",6.802038133,Uttar Pradesh
2005,Rae Bareli,"3,374.52",4.068661163,Uttar Pradesh
2005,Rampur,"3,108.43",2.541070133,Uttar Pradesh
2005,Saharanpur,"6,906.34",9.368903134,Uttar Pradesh
2005,Sant Kabeer Nagar,"1,363.05",2.746076495,Uttar Pradesh
2005,Sant Ravidas Nagar,"1,703.34",4.961086497,Uttar Pradesh
2005,Shahjahanpur,"3,787.72",2.148017702,Uttar Pradesh
2005,Shravasti,"1,110.52",-13.1211666,Uttar Pradesh
2005,Siddharth Nagar,"2,044.46",23.51516104,Uttar Pradesh
2005,Sitapur,"4,949.76",2.200198216,Uttar Pradesh
2005,Sonbhadra,"4,571.91",16.62678694,Uttar Pradesh
2005,Sultanpur,"3,957.90",-4.009254925,Uttar Pradesh
2005,Unnao,"4,078.94",6.954645214,Uttar Pradesh
2005,Varanasi,"4,575.57",4.814690096,Uttar Pradesh
2006, Agra,"8,441.22",8.634974891,Uttar Pradesh
2006, Aligarh,"6,382.80",9.283105703,Uttar Pradesh
2006, Allahabad,"8,776.01",3.596968588,Uttar Pradesh
2006, Ambedkar Nagar,"2,341.90",7.866483043,Uttar Pradesh
2006, Amethi,,,Uttar Pradesh
2006, Amorha,"3,623.49",-1.204848842,Uttar Pradesh
2006,Auraiyya,"1,734.42",6.236677692,Uttar Pradesh
2006,Azamgarh,"4,278.19",7.160498156,Uttar Pradesh
2006,Badaun,"5,195.83",1.470154573,Uttar Pradesh
2006,Bagpat,"3,067.56",7.44254957,Uttar Pradesh
2006,Bahraich,"2,924.87",5.434915829,Uttar Pradesh
2006,Ballia,"2,909.24",6.978591338,Uttar Pradesh
2006,Balrampur,"2,223.19",11.56559878,Uttar Pradesh
2006,Banda,"2,102.93",5.785444082,Uttar Pradesh
2006,Barabanki,"4,710.74",1.913553671,Uttar Pradesh
2006,Bareilly,"6,816.16",4.682496656,Uttar Pradesh
2006,Basti,"2,361.44",6.571833452,Uttar Pradesh
2006,Bijnor,"7,166.34",3.838931231,Uttar Pradesh
2006,BulandShahar,"7,434.11",12.14814681,Uttar Pradesh
2006,Chandauli,"2,460.32",9.063989184,Uttar Pradesh
2006,Chitrakoot,758.16,-4.641159158,Uttar Pradesh
2006,Deoria,"2,587.97",6.965219368,Uttar Pradesh
2006,Etah,"4,588.65",3.635070127,Uttar Pradesh
2006,Etawa,"2,105.16",8.72861747,Uttar Pradesh
2006,Faizabad,"2,682.82",3.194513361,Uttar Pradesh
2006,Farrukhabad,"2,555.31",2.130287249,Uttar Pradesh
2006,Fatehpur,"2,957.77",4.389426131,Uttar Pradesh
2006,Firozabad,"3,692.81",10.0987153,Uttar Pradesh
2006,Gautambudh Nagar,"11,730.19",55.82866829,Uttar Pradesh
2006,Ghaziabad,"11,607.27",18.82431465,Uttar Pradesh
2006,Ghazipur,"3,577.38",7.356290795,Uttar Pradesh
2006,Gonda,"3,185.40",2.404351558,Uttar Pradesh
2006,Gorakhpur,"5,348.51",9.764812116,Uttar Pradesh
2006,Hamirpur,"1,639.91",-0.112075529,Uttar Pradesh
2006,Hardoi,"4,332.87",6.779848981,Uttar Pradesh
2006,Hathras,"2,930.90",10.33394946,Uttar Pradesh
2006,Jalaun,"2,809.57",9.425680413,Uttar Pradesh
2006,Jaunpur,"3,902.77",4.710506546,Uttar Pradesh
2006,Jhansi,"4,102.22",6.808897313,Uttar Pradesh
2006,Kannauj,"2,333.16",15.04563542,Uttar Pradesh
2006,Kanpur: Rural,"2,464.55",6.018566316,Uttar Pradesh
2006,Kanpur: Urban,"11,223.67",7.553085774,Uttar Pradesh
2006,Kanshiram Nagar,0,,Uttar Pradesh
2006,Kaushambi,"1,864.96",-0.30790284,Uttar Pradesh
2006,Kheri,"5,362.44",5.267249299,Uttar Pradesh
2006,Kushi Nagar,"3,042.64",7.616073229,Uttar Pradesh
2006,Lalitpur,"1,750.47",14.62106628,Uttar Pradesh
2006,Lucknow,"12,030.36",9.966526569,Uttar Pradesh
2006,Maharajganj,"2,322.24",14.51395772,Uttar Pradesh
2006,Mahoba,"1,361.62",8.572613248,Uttar Pradesh
2006,Mainpuri,"2,527.17",7.661470692,Uttar Pradesh
2006,Mathura,"5,314.62",15.02585291,Uttar Pradesh
2006,Mau,"2,355.19",-13.18776101,Uttar Pradesh
2006,Meerut,"8,573.92",5.073965458,Uttar Pradesh
2006,Mirzapur,"2,773.13",11.52161761,Uttar Pradesh
2006,Moradabad,"7,598.33",11.58360183,Uttar Pradesh
2006,Muzaffarnagar,"8,052.60",3.599865685,Uttar Pradesh
2006,Pilibhit,"3,661.70",3.599691043,Uttar Pradesh
2006,Pratapgarh,"2,620.63",3.071338111,Uttar Pradesh
2006,Rae Bareli,"3,543.05",4.994191767,Uttar Pradesh
2006,Rampur,"3,337.29",7.362559234,Uttar Pradesh
2006,Saharanpur,"6,851.28",-0.797238479,Uttar Pradesh
2006,Sant Kabeer Nagar,"1,267.81",-6.987271193,Uttar Pradesh
2006,Sant Ravidas Nagar,"2,140.95",25.69128888,Uttar Pradesh
2006,Shahjahanpur,"4,113.89",8.611248984,Uttar Pradesh
2006,Shravasti,"1,316.56",18.55347045,Uttar Pradesh
2006,Siddharth Nagar,"2,101.83",2.806119953,Uttar Pradesh
2006,Sitapur,"5,627.05",13.68328969,Uttar Pradesh
2006,Sonbhadra,"4,459.49",-2.458928544,Uttar Pradesh
2006,Sultanpur,"4,013.56",1.406301321,Uttar Pradesh
2006,Unnao,"4,285.90",5.07386723,Uttar Pradesh
2006,Varanasi,"5,132.50",12.17181684,Uttar Pradesh
2007, Agra,"9,143.43",8.318821213,Uttar Pradesh
2007, Aligarh,"6,679.98",4.655950367,Uttar Pradesh
2007, Allahabad,"9,942.38",13.29043609,Uttar Pradesh
2007, Ambedkar Nagar,"2,589.13",10.55681284,Uttar Pradesh
2007, Amethi,,,Uttar Pradesh
2007, Amorha,"3,904.71",7.761025972,Uttar Pradesh
2007,Auraiyya,"2,142.50",23.52832647,Uttar Pradesh
2007,Azamgarh,"4,264.95",-0.309476671,Uttar Pradesh
2007,Badaun,"5,996.27",15.40543089,Uttar Pradesh
2007,Bagpat,"3,287.82",7.180299652,Uttar Pradesh
2007,Bahraich,"3,003.90",2.702000431,Uttar Pradesh
2007,Ballia,"3,244.73",11.53187774,Uttar Pradesh
2007,Balrampur,"2,185.79",-1.682267373,Uttar Pradesh
2007,Banda,"2,094.77",-0.388030034,Uttar Pradesh
2007,Barabanki,"4,929.10",4.635365144,Uttar Pradesh
2007,Bareilly,"7,578.43",11.18327621,Uttar Pradesh
2007,Basti,"2,501.26",5.92096348,Uttar Pradesh
2007,Bijnor,"8,477.40",18.29469436,Uttar Pradesh
2007,BulandShahar,"7,872.47",5.896603628,Uttar Pradesh
2007,Chandauli,"2,661.70",8.185114131,Uttar Pradesh
2007,Chitrakoot,789.94,4.19172734,Uttar Pradesh
2007,Deoria,"2,859.00",10.47268709,Uttar Pradesh
2007,Etah,"5,028.99",9.596286489,Uttar Pradesh
2007,Etawa,"2,266.24",7.651674932,Uttar Pradesh
2007,Faizabad,"3,091.21",15.22241522,Uttar Pradesh
2007,Farrukhabad,"2,733.23",6.962755987,Uttar Pradesh
2007,Fatehpur,"3,303.88",11.70172123,Uttar Pradesh
2007,Firozabad,"3,945.38",6.839507042,Uttar Pradesh
2007,Gautambudh Nagar,"12,628.99",7.66227998,Uttar Pradesh
2007,Ghaziabad,"12,478.57",7.50650239,Uttar Pradesh
2007,Ghazipur,"3,818.66",6.744600797,Uttar Pradesh
2007,Gonda,"3,336.22",4.734727193,Uttar Pradesh
2007,Gorakhpur,"5,759.51",7.684383127,Uttar Pradesh
2007,Hamirpur,"1,614.64",-1.540938222,Uttar Pradesh
2007,Hardoi,"4,571.40",5.505127087,Uttar Pradesh
2007,Hathras,"3,233.09",10.31048483,Uttar Pradesh
2007,Jalaun,"2,620.64",-6.724516563,Uttar Pradesh
2007,Jaunpur,"4,264.79",9.275975781,Uttar Pradesh
2007,Jhansi,"4,515.24",10.06820697,Uttar Pradesh
2007,Kannauj,"2,392.19",2.530045089,Uttar Pradesh
2007,Kanpur: Rural,"2,681.73",8.812156377,Uttar Pradesh
2007,Kanpur: Urban,"12,057.71",7.431080921,Uttar Pradesh
2007,Kanshiram Nagar,0,,Uttar Pradesh
2007,Kaushambi,"1,992.39",6.832854324,Uttar Pradesh
2007,Kheri,"5,391.24",0.537068946,Uttar Pradesh
2007,Kushi Nagar,"3,274.32",7.614440091,Uttar Pradesh
2007,Lalitpur,"1,570.71",-10.26924198,Uttar Pradesh
2007,Lucknow,"12,840.35",6.732882474,Uttar Pradesh
2007,Maharajganj,"2,399.11",3.310166047,Uttar Pradesh
2007,Mahoba,"1,238.51",-9.041435937,Uttar Pradesh
2007,Mainpuri,"2,567.77",1.606540122,Uttar Pradesh
2007,Mathura,"5,878.89",10.61731601,Uttar Pradesh
2007,Mau,"2,608.93",10.77365308,Uttar Pradesh
2007,Meerut,"9,174.14",7.000531845,Uttar Pradesh
2007,Mirzapur,"2,961.16",6.780425007,Uttar Pradesh
2007,Moradabad,"8,150.95",7.272913917,Uttar Pradesh
2007,Muzaffarnagar,"8,387.25",4.155800611,Uttar Pradesh
2007,Pilibhit,"4,185.30",14.29936915,Uttar Pradesh
2007,Pratapgarh,"2,842.52",8.467048,Uttar Pradesh
2007,Rae Bareli,"3,838.39",8.335755917,Uttar Pradesh
2007,Rampur,"4,024.69",20.59755071,Uttar Pradesh
2007,Saharanpur,"7,339.26",7.122464707,Uttar Pradesh
2007,Sant Kabeer Nagar,"1,397.01",10.19080146,Uttar Pradesh
2007,Sant Ravidas Nagar,"2,339.56",9.27672295,Uttar Pradesh
2007,Shahjahanpur,"4,936.29",19.99081162,Uttar Pradesh
2007,Shravasti,977.03,-25.78917786,Uttar Pradesh
2007,Siddharth Nagar,"2,221.83",5.709310458,Uttar Pradesh
2007,Sitapur,"6,057.86",7.656054238,Uttar Pradesh
2007,Sonbhadra,"4,642.95",4.113923341,Uttar Pradesh
2007,Sultanpur,"4,500.63",12.13561028,Uttar Pradesh
2007,Unnao,"4,608.56",7.528407102,Uttar Pradesh
2007,Varanasi,"4,798.89",-6.499951291,Uttar Pradesh
2008, Agra,"9,684.15",5.913754466,Uttar Pradesh
2008, Aligarh,"7,230.24",8.237449813,Uttar Pradesh
2008, Allahabad,"10,481.56",5.4230476,Uttar Pradesh
2008, Ambedkar Nagar,"2,864.45",10.63368776,Uttar Pradesh
2008, Amethi,,,Uttar Pradesh
2008, Amorha,"4,268.96",9.328477659,Uttar Pradesh
2008,Auraiyya,"2,371.08",10.66884481,Uttar Pradesh
2008,Azamgarh,"4,730.12",10.90681016,Uttar Pradesh
2008,Badaun,"6,414.26",6.970833535,Uttar Pradesh
2008,Bagpat,"3,472.15",5.606450475,Uttar Pradesh
2008,Bahraich,"3,168.77",5.488531576,Uttar Pradesh
2008,Ballia,"3,517.27",8.399466211,Uttar Pradesh
2008,Balrampur,"2,263.37",3.549288815,Uttar Pradesh
2008,Banda,"2,445.88",16.76126735,Uttar Pradesh
2008,Barabanki,"4,671.32",-5.229757968,Uttar Pradesh
2008,Bareilly,"7,950.44",4.908800372,Uttar Pradesh
2008,Basti,"2,535.29",1.360514301,Uttar Pradesh
2008,Bijnor,"8,479.08",0.019817397,Uttar Pradesh
2008,BulandShahar,"8,333.73",5.85915221,Uttar Pradesh
2008,Chandauli,"2,884.58",8.373595822,Uttar Pradesh
2008,Chitrakoot,"1,020.94",29.2427273,Uttar Pradesh
2008,Deoria,"2,991.92",4.649178034,Uttar Pradesh
2008,Etah,"3,251.19",-35.3510347,Uttar Pradesh
2008,Etawa,"2,416.26",6.619775487,Uttar Pradesh
2008,Faizabad,"3,529.43",14.17632578,Uttar Pradesh
2008,Farrukhabad,"2,887.08",5.628871335,Uttar Pradesh
2008,Fatehpur,"3,586.40",8.551158032,Uttar Pradesh
2008,Firozabad,"4,233.16",7.294100948,Uttar Pradesh
2008,Gautambudh Nagar,"13,111.40",3.819862079,Uttar Pradesh
2008,Ghaziabad,"13,128.39",5.207487717,Uttar Pradesh
2008,Ghazipur,"4,020.92",5.296622375,Uttar Pradesh
2008,Gonda,"3,456.78",3.613670561,Uttar Pradesh
2008,Gorakhpur,"6,193.67",7.538141265,Uttar Pradesh
2008,Hamirpur,"1,925.74",19.26745281,Uttar Pradesh
2008,Hardoi,"4,770.48",4.354902218,Uttar Pradesh
2008,Hathras,"3,322.93",2.778765825,Uttar Pradesh
2008,Jalaun,"3,153.75",20.3427407,Uttar Pradesh
2008,Jaunpur,"4,584.46",7.495562501,Uttar Pradesh
2008,Jhansi,"5,066.15",12.20112331,Uttar Pradesh
2008,Kannauj,"2,575.05",7.644041652,Uttar Pradesh
2008,Kanpur: Rural,"2,882.61",7.490686982,Uttar Pradesh
2008,Kanpur: Urban,"13,232.20",9.740572629,Uttar Pradesh
2008,Kanshiram Nagar,"2,343.93",,Uttar Pradesh
2008,Kaushambi,"2,098.09",5.305186234,Uttar Pradesh
2008,Kheri,"5,447.86",1.050222212,Uttar Pradesh
2008,Kushi Nagar,"3,459.26",5.648195656,Uttar Pradesh
2008,Lalitpur,"2,081.76",32.53624157,Uttar Pradesh
2008,Lucknow,"13,775.24",7.2808763,Uttar Pradesh
2008,Maharajganj,"2,542.21",5.964711914,Uttar Pradesh
2008,Mahoba,"1,711.31",38.17490371,Uttar Pradesh
2008,Mainpuri,"2,878.75",12.11089778,Uttar Pradesh
2008,Mathura,"6,210.71",5.644262777,Uttar Pradesh
2008,Mau,"2,776.07",6.40645782,Uttar Pradesh
2008,Meerut,"9,385.94",2.308663264,Uttar Pradesh
2008,Mirzapur,"3,192.59",7.815518243,Uttar Pradesh
2008,Moradabad,"9,052.98",11.06656279,Uttar Pradesh
2008,Muzaffarnagar,"8,531.06",1.714626367,Uttar Pradesh
2008,Pilibhit,"3,794.89",-9.328124627,Uttar Pradesh
2008,Pratapgarh,"3,283.40",15.51018111,Uttar Pradesh
2008,Rae Bareli,"4,028.71",4.958328883,Uttar Pradesh
2008,Rampur,"3,865.72",-3.949869431,Uttar Pradesh
2008,Saharanpur,"7,500.83",2.201448102,Uttar Pradesh
2008,Sant Kabeer Nagar,"1,584.23",13.40147887,Uttar Pradesh
2008,Sant Ravidas Nagar,"2,494.63",6.628169399,Uttar Pradesh
2008,Shahjahanpur,"4,464.59",-9.555759487,Uttar Pradesh
2008,Shravasti,"1,124.80",15.12440764,Uttar Pradesh
2008,Siddharth Nagar,"2,340.45",5.338842306,Uttar Pradesh
2008,Sitapur,"6,091.28",0.551679966,Uttar Pradesh
2008,Sonbhadra,"4,989.13",7.456035495,Uttar Pradesh
2008,Sultanpur,"4,830.92",7.338750353,Uttar Pradesh
2008,Unnao,"4,874.87",5.778594615,Uttar Pradesh
2008,Varanasi,"5,207.78",8.520512035,Uttar Pradesh
2009, Agra,"11,234.70",16.0112142,Uttar Pradesh
2009, Aligarh,"7,593.92",5.029985173,Uttar Pradesh
2009, Allahabad,"10,790.97",2.951946084,Uttar Pradesh
2009, Ambedkar Nagar,"2,926.78",2.175984919,Uttar Pradesh
2009, Amethi,,,Uttar Pradesh
2009, Amorha,"4,308.30",0.921535924,Uttar Pradesh
2009,Auraiyya,"2,270.85",-4.227187611,Uttar Pradesh
2009,Azamgarh,"5,270.39",11.42190896,Uttar Pradesh
2009,Badaun,"6,597.43",2.855668464,Uttar Pradesh
2009,Bagpat,"3,842.62",10.66975793,Uttar Pradesh
2009,Bahraich,"3,353.63",5.833809333,Uttar Pradesh
2009,Ballia,"3,557.83",1.153167087,Uttar Pradesh
2009,Balrampur,"2,296.96",1.484070214,Uttar Pradesh
2009,Banda,"2,528.93",3.395505912,Uttar Pradesh
2009,Barabanki,"5,223.77",11.82642165,Uttar Pradesh
2009,Bareilly,"8,520.60",7.17142699,Uttar Pradesh
2009,Basti,"2,711.57",6.953050736,Uttar Pradesh
2009,Bijnor,"9,071.25",6.983894479,Uttar Pradesh
2009,BulandShahar,"8,873.95",6.482331441,Uttar Pradesh
2009,Chandauli,"2,805.92",-2.72691345,Uttar Pradesh
2009,Chitrakoot,"1,082.51",6.03071679,Uttar Pradesh
2009,Deoria,"3,041.17",1.646100163,Uttar Pradesh
2009,Etah,"3,101.52",-4.603545163,Uttar Pradesh
2009,Etawa,"2,473.22",2.357362204,Uttar Pradesh
2009,Faizabad,"3,691.55",4.593376268,Uttar Pradesh
2009,Farrukhabad,"3,204.80",11.00489075,Uttar Pradesh
2009,Fatehpur,"3,669.88",2.327682356,Uttar Pradesh
2009,Firozabad,"4,501.77",6.345377921,Uttar Pradesh
2009,Gautambudh Nagar,"14,155.71",7.964900773,Uttar Pradesh
2009,Ghaziabad,"13,647.59",3.954788059,Uttar Pradesh
2009,Ghazipur,"4,256.16",5.850402395,Uttar Pradesh
2009,Gonda,"3,799.13",9.903725432,Uttar Pradesh
2009,Gorakhpur,"6,681.29",7.872876663,Uttar Pradesh
2009,Hamirpur,"2,119.38",10.05535534,Uttar Pradesh
2009,Hardoi,"5,074.00",6.362462478,Uttar Pradesh
2009,Hathras,"3,680.90",10.77272166,Uttar Pradesh
2009,Jalaun,"3,349.25",6.198969481,Uttar Pradesh
2009,Jaunpur,"4,766.72",3.975604542,Uttar Pradesh
2009,Jhansi,"5,668.68",11.89325227,Uttar Pradesh
2009,Kannauj,"2,751.00",6.832877032,Uttar Pradesh
2009,Kanpur: Rural,"2,973.19",3.142291188,Uttar Pradesh
2009,Kanpur: Urban,"14,894.42",12.56193226,Uttar Pradesh
2009,Kanshiram Nagar,"2,585.31",10.29808911,Uttar Pradesh
2009,Kaushambi,"2,334.97",11.29026877,Uttar Pradesh
2009,Kheri,"5,976.18",9.697752879,Uttar Pradesh
2009,Kushi Nagar,"3,477.69",0.532772905,Uttar Pradesh
2009,Lalitpur,"2,248.70",8.019176082,Uttar Pradesh
2009,Lucknow,"15,135.06",9.871479553,Uttar Pradesh
2009,Maharajganj,"2,709.47",6.579314848,Uttar Pradesh
2009,Mahoba,"1,849.80",8.092630792,Uttar Pradesh
2009,Mainpuri,"3,054.92",6.119669996,Uttar Pradesh
2009,Mathura,"5,675.41",-8.618982371,Uttar Pradesh
2009,Mau,"3,336.33",20.18176775,Uttar Pradesh
2009,Meerut,"10,125.46",7.879019043,Uttar Pradesh
2009,Mirzapur,"3,332.33",4.377010515,Uttar Pradesh
2009,Moradabad,"10,224.96",12.94579244,Uttar Pradesh
2009,Muzaffarnagar,"9,940.31",16.51904922,Uttar Pradesh
2009,Pilibhit,"4,059.31",6.967790898,Uttar Pradesh
2009,Pratapgarh,"3,377.65",2.870500091,Uttar Pradesh
2009,Rae Bareli,"4,329.42",7.464175878,Uttar Pradesh
2009,Rampur,"4,271.97",10.50903842,Uttar Pradesh
2009,Saharanpur,"8,633.31",15.09806248,Uttar Pradesh
2009,Sant Kabeer Nagar,"1,690.15",6.685897881,Uttar Pradesh
2009,Sant Ravidas Nagar,"2,386.29",-4.342928611,Uttar Pradesh
2009,Shahjahanpur,"4,780.94",7.085757035,Uttar Pradesh
2009,Shravasti,"1,130.61",0.516536273,Uttar Pradesh
2009,Siddharth Nagar,"2,387.39",2.005597214,Uttar Pradesh
2009,Sitapur,"6,538.64",7.344269185,Uttar Pradesh
2009,Sonbhadra,"5,104.03",2.303006737,Uttar Pradesh
2009,Sultanpur,"4,931.65",2.085110083,Uttar Pradesh
2009,Unnao,"5,167.21",5.996877865,Uttar Pradesh
2009,Varanasi,"6,399.89",22.89094393,Uttar Pradesh
2010, Agra,"12,187.12",8.477484935,Uttar Pradesh
2010, Aligarh,"8,596.72",13.20530108,Uttar Pradesh
2010, Allahabad,"12,650.46",17.23190779,Uttar Pradesh
2010, Ambedkar Nagar,"3,236.10",10.56861124,Uttar Pradesh
2010, Amethi,"2,910.09",,Uttar Pradesh
2010, Amorha,"4,101.77",-4.793770165,Uttar Pradesh
2010,Auraiyya,"2,442.36",7.552678512,Uttar Pradesh
2010,Azamgarh,"6,162.94",16.93517937,Uttar Pradesh
2010,Badaun,"6,311.94",-4.327291082,Uttar Pradesh
2010,Bagpat,"4,411.91",14.81515216,Uttar Pradesh
2010,Bahraich,"3,456.30",3.061458778,Uttar Pradesh
2010,Ballia,"4,247.48",19.38400654,Uttar Pradesh
2010,Balrampur,"2,356.37",2.586462106,Uttar Pradesh
2010,Banda,"2,927.16",15.74697599,Uttar Pradesh
2010,Barabanki,"5,545.19",6.153027411,Uttar Pradesh
2010,Bareilly,"8,854.48",3.918503392,Uttar Pradesh
2010,Basti,"2,860.15",5.479482366,Uttar Pradesh
2010,Bijnor,"9,063.89",-0.081135455,Uttar Pradesh
2010,BulandShahar,"9,665.14",8.915871737,Uttar Pradesh
2010,Chandauli,"3,104.72",10.64891373,Uttar Pradesh
2010,Chitrakoot,"1,180.31",9.034558572,Uttar Pradesh
2010,Deoria,"3,576.14",17.59092718,Uttar Pradesh
2010,Etah,"3,367.58",8.578374474,Uttar Pradesh
2010,Etawa,"2,684.17",8.529366575,Uttar Pradesh
2010,Faizabad,"4,314.09",16.86391895,Uttar Pradesh
2010,Farrukhabad,"3,557.79",11.01441588,Uttar Pradesh
2010,Fatehpur,"4,291.54",16.93951846,Uttar Pradesh
2010,Firozabad,"4,764.20",5.829484847,Uttar Pradesh
2010,Gautambudh Nagar,"13,833.78",-2.274205956,Uttar Pradesh
2010,Ghaziabad,"13,963.09",2.311763469,Uttar Pradesh
2010,Ghazipur,"4,928.67",15.80086275,Uttar Pradesh
2010,Gonda,"4,469.69",17.65035679,Uttar Pradesh
2010,Gorakhpur,"7,477.98",11.92419428,Uttar Pradesh
2010,Hamirpur,"2,290.39",8.068869198,Uttar Pradesh
2010,Hardoi,"5,502.42",8.44343713,Uttar Pradesh
2010,Hathras,"4,302.12",16.87685077,Uttar Pradesh
2010,Jalaun,"3,555.65",6.162573711,Uttar Pradesh
2010,Jaunpur,"5,301.29",11.21462977,Uttar Pradesh
2010,Jhansi,"6,036.94",6.49639775,Uttar Pradesh
2010,Kannauj,"3,017.07",9.671755725,Uttar Pradesh
2010,Kanpur: Rural,"3,244.10",9.111762114,Uttar Pradesh
2010,Kanpur: Urban,"16,343.96",9.732101015,Uttar Pradesh
2010,Kanshiram Nagar,"2,780.87",7.564276624,Uttar Pradesh
2010,Kaushambi,"2,799.20",19.88162589,Uttar Pradesh
2010,Kheri,"6,226.24",4.184278251,Uttar Pradesh
2010,Kushi Nagar,"3,767.86",8.343756919,Uttar Pradesh
2010,Lalitpur,"2,495.34",10.96811491,Uttar Pradesh
2010,Lucknow,"16,511.48",9.094248718,Uttar Pradesh
2010,Maharajganj,"3,075.05",13.49267569,Uttar Pradesh
2010,Mahoba,"2,075.71",12.21267164,Uttar Pradesh
2010,Mainpuri,"3,211.81",5.135650033,Uttar Pradesh
2010,Mathura,"6,285.51",10.74988415,Uttar Pradesh
2010,Mau,"3,690.14",10.60476632,Uttar Pradesh
2010,Meerut,"10,916.35",7.810904393,Uttar Pradesh
2010,Mirzapur,"3,647.50",9.457946842,Uttar Pradesh
2010,Moradabad,"10,234.18",0.090171502,Uttar Pradesh
2010,Muzaffarnagar,"10,508.46",5.715616515,Uttar Pradesh
2010,Pilibhit,"4,423.56",8.973199879,Uttar Pradesh
2010,Pratapgarh,"4,059.13",20.17615798,Uttar Pradesh
2010,Rae Bareli,"3,496.22",-19.24507209,Uttar Pradesh
2010,Rampur,"4,357.43",2.000482213,Uttar Pradesh
2010,Saharanpur,"9,833.27",13.89918814,Uttar Pradesh
2010,Sant Kabeer Nagar,"1,893.82",12.05040973,Uttar Pradesh
2010,Sant Ravidas Nagar,"2,644.79",10.83271522,Uttar Pradesh
2010,Shahjahanpur,"5,241.29",9.628859597,Uttar Pradesh
2010,Shravasti,"1,454.36",28.63498465,Uttar Pradesh
2010,Siddharth Nagar,"2,946.21",23.40715174,Uttar Pradesh
2010,Sitapur,"7,216.01",10.35949372,Uttar Pradesh
2010,Sonbhadra,"5,110.97",0.135970988,Uttar Pradesh
2010,Sultanpur,"3,767.84",-23.59879553,Uttar Pradesh
2010,Unnao,"5,838.82",12.99753639,Uttar Pradesh
2010,Varanasi,"6,894.57",7.729507851,Uttar Pradesh
2011, Agra,"13,058.94",7.153617918,Uttar Pradesh
2011, Aligarh,"9,089.34",5.730325054,Uttar Pradesh
2011, Allahabad,"12,755.14",0.827479791,Uttar Pradesh
2011, Ambedkar Nagar,"3,272.78",1.133463119,Uttar Pradesh
2011, Amethi,"3,026.51",4.000563556,Uttar Pradesh
2011, Amorha,"5,597.33",36.46133255,Uttar Pradesh
2011,Auraiyya,"3,126.83",28.02494309,Uttar Pradesh
2011,Azamgarh,"5,379.55",-12.71130337,Uttar Pradesh
2011,Badaun,"7,076.29",12.10958913,Uttar Pradesh
2011,Bagpat,"4,253.67",-3.586655213,Uttar Pradesh
2011,Bahraich,"3,630.16",5.030234644,Uttar Pradesh
2011,Ballia,"4,602.92",8.368256001,Uttar Pradesh
2011,Balrampur,"3,132.64",32.94346813,Uttar Pradesh
2011,Banda,"3,169.17",8.267740745,Uttar Pradesh
2011,Barabanki,"4,918.11",-11.30853947,Uttar Pradesh
2011,Bareilly,"11,135.14",25.75713085,Uttar Pradesh
